Defunciones por mes del año 2007;
Enero;1255
Febrero;1173
Marzo;1257
Abril;1299
Mayo;1602
Junio;1801
Julio;1991
Agosto;1770
Setiembre;1371
Octubre;1367
Noviembre;1289
Diciembre;1276
