Nacimientos por mes del año 2008;
Enero;1885
Febrero;2002
Marzo;2054
Abril;2049
Mayo;2133
Junio;1970
Julio;1983
Agosto;2021
Setiembre;2108
Octubre;2147
Noviembre;1903
Diciembre;2028
