Nacimientos por mes del año 2010;
Enero;2087
Febrero;1905
Marzo;2099
Abril;1980
Mayo;2079
Junio;2074
Julio;2095
Agosto;1977
Setiembre;2081
Octubre;1960
Noviembre;1914
Diciembre;1640
