Nacimientos por mes del año 2003;
Enero;2216
Febrero;1985
Marzo;2181
Abril;2183
Mayo;2111
Junio;1957
Julio;2072
Agosto;2045
Setiembre;2163
Octubre;2189
Noviembre;1979
Diciembre;2063
