Nacimientos por mes del año 2005;
Enero;2010
Febrero;1914
Marzo;2046
Abril;1967
Mayo;1956
Junio;1897
Julio;2016
Agosto;1990
Setiembre;2040
Octubre;1989
Noviembre;1972
Diciembre;2068
