Defunciones por mes del año 2006;
Enero;1207
Febrero;1096
Marzo;1138
Abril;1193
Mayo;1401
Junio;1449
Julio;1571
Agosto;1599
Setiembre;1444
Octubre;1431
Noviembre;1291
Diciembre;1355
