Defunciones por mes del año 2004;
Enero;1279
Febrero;1125
Marzo;1253
Abril;1205
Mayo;1504
Junio;1681
Julio;1920
Agosto;1503
Setiembre;1401
Octubre;1242
Noviembre;1200
Diciembre;1269
