Defunciones por mes del año 2008;
Enero;1266
Febrero;1121
Marzo;1217
Abril;1177
Mayo;1489
Junio;1627
Julio;1497
Agosto;1478
Setiembre;1440
Octubre;1354
Noviembre;1187
Diciembre;1248
