Nacimientos por mes del año 2007;
Enero;2134
Febrero;1951
Marzo;2145
Abril;1948
Mayo;2049
Junio;2004
Julio;1923
Agosto;2020
Setiembre;2002
Octubre;2080
Noviembre;1910
Diciembre;1951
