Nacimientos por mes del año 2009;
Enero;2115
Febrero;1889
Marzo;2064
Abril;1977
Mayo;2132
Junio;1944
Julio;2090
Agosto;1990
Setiembre;2152
Octubre;2152
Noviembre;1936
Diciembre;2012
