Nacimientos por mes del año 2002;
Enero;2238
Febrero;2112
Marzo;2242
Abril;2111
Mayo;2058
Junio;2018
Julio;2139
Agosto;2142
Setiembre;2275
Octubre;2346
Noviembre;2118
Diciembre;2144
