Defunciones por mes del año 2009;
Enero;1263
Febrero;1077
Marzo;1274
Abril;1289
Mayo;1397
Junio;1539
Julio;1867
Agosto;1637
Setiembre;1401
Octubre;1395
Noviembre;1260
Diciembre;1288
