Nacimientos por mes del año 2006;
Enero;2024
Febrero;1866
Marzo;2101
Abril;1922
Mayo;2021
Junio;1999
Julio;1927
Agosto;2130
Setiembre;2127
Octubre;2207
Noviembre;2021
Diciembre;2043
