Defunciones por mes del año 2010;
Enero;1377
Febrero;1128
Marzo;1221
Abril;1232
Mayo;1399
Junio;1481
Julio;1616
Agosto;1636
Setiembre;1500
Octubre;1460
Noviembre;1307
Diciembre;1081
