Nacimientos por mes del año 2004;
Enero;2125
Febrero;1845
Marzo;2121
Abril;2018
Mayo;2089
Junio;2040
Julio;1983
Agosto;2054
Setiembre;2170
Octubre;2141
Noviembre;1990
Diciembre;2172
