Defunciones por mes del año 2005;
Enero;1331
Febrero;1120
Marzo;1303
Abril;1327
Mayo;1368
Junio;1482
Julio;1764
Agosto;1777
Setiembre;1531
Octubre;1363
Noviembre;1288
Diciembre;1266
